cca301s1g00043,cpa1s1g00620,dz186s6g00774,ga198s11g03403,hli2s8g00012,hum1sNW_018397273.1g00053,opy300s25g00677,tc180s4g00387
.,cpa1s3g02249,dz186s11g01033,ga198s6g01808,hli2s2g01142,hum1sNW_018397267.1g00203,opy300s23g00811,tc180s6g01554
.,cpa1s3g02382,dz186s12g00606,ga198s3g02064,hli2s17g00943,hum1sNW_018397254.1g02084,opy300s12g01611,tc180s2g01401
.,cpa1s3g02582,dz186s13g00635,ga198s12g02880,hli2s14g00877,hum1sNW_018397258.1g01194,opy300s12g02436,tc180s1g02016
.,cpa1s3g02594,dz186s5g00858,ga198s8g00527,hli2s9g00535,hum1sNW_018397258.1g01182,opy300s31g00147,tc180s1g02030
.,cpa1s4g00172,dz186s9g00249,ga198s11g01710,hli2s8g00857,hum1sNW_018397255.1g00694,opy300s34g00819,tc180s1g00691
.,cpa1s4g00246,dz186s9g00305,ga198s12g02165,hli2s8g00900,hum1sNW_018397255.1g00623,opy300s17g00337,tc180s1g00624
.,cpa1s4g00593,dz186s9g00715,ga198s11g02203,hli2s4g01426,hum1sNW_018397255.1g00062,opy300s34g01314,tc180s1g00073
.,cpa1s4g00638,dz186s9g00754,ga198s2g00012,hli2s4g01446,hum1sNW_018397255.1g00030,opy300s32g00016,tc180s1g00030
.,cpa1s4g00756,dz186s3g00384,ga198s8g02068,hli2s13g01293,hum1sNW_018397254.1g00510,opy300s5g00359,tc180s3g01904
.,cpa1s4g00789,dz186s15g00192,ga198s1g02657,hli2s12g01342,hum1sNW_018397254.1g00543,opy300s1g01131,tc180s3g01875
.,cpa1s4g00887,dz186s15g00142,ga198s12g00631,hli2s13g01371,hum1sNW_018397254.1g00653,opy300s6g01372,tc180s3g01774
.,cpa1s4g01124,dz186s14g00365,ga198s12g00463,hli2s12g01199,hum1sNW_018397254.1g00310,opy300s6g01160,tc180s3g02101
.,cpa1s4g01165,dz186s12g00831,ga198s3g02315,hli2s10g00761,hum1sNW_018397254.1g01633,opy300s12g01345,tc180s2g00978
.,cpa1s4g01211,dz186s15g00361,ga198s2g00514,hli2s13g01101,hum1sNW_018397254.1g00235,opy300s5g00617,tc180s3g02168
.,cpa1s4g01591,dz186s11g00304,ga198s6g02531,hli2s5g00717,hum1sNW_018397267.1g01167,opy300s17g01148,tc180s6g00662
.,cpa1s4g01816,dz186s22g00684,ga198s13g01902,hli2s15g00921,hum1sNW_018397262.1g00278,opy300s38g00359,tc180s7g00980
.,cpa1s4g02038,dz186s8g00719,ga198s1g00862,hli2s19g00216,hum1sNW_018397262.1g00847,opy300s10g02024,tc180s7g00291
.,cpa1s4g02059,dz186s22g00184,ga198s5g04188,hli2s1g00124,hum1sNW_018397262.1g00866,opy300s11g00129,tc180s7g00270
.,cpa1s4g02081,dz186s21g00563,ga198s13g01725,hli2s19g00188,hum1sNW_018397262.1g00891,opy300s38g00112,tc180s7g00248
.,cpa1s4g02112,dz186s8g00675,ga198s13g01715,hli2s19g00171,hum1sNW_018397262.1g00916,opy300s38g00104,tc180s7g00222
.,cpa1s4g02146,dz186s22g00128,ga198s1g00925,hli2s19g00136,hum1sNW_018397262.1g00941,opy300s10g02090,tc180s7g00195
.,cpa1s4g02222,dz186s22g00060,ga198s1g00989,hli2s19g00056,hum1sNW_018397262.1g01032,opy300s10g02159,tc180s7g00090
.,cpa1s4g02380,dz186s22g00347,ga198s13g01792,hli2s19g00452,hum1sNW_018397262.1g00645,opy300s38g00207,tc180s7g00532
.,cpa1s4g02500,dz186s21g00727,ga198s5g03864,hli2s19g00598,hum1sNW_018397262.1g00504,opy300s38g00263,tc180s7g00678
.,cpa1s4g02529,dz186s22g00493,ga198s5g03828,hli2s19g00657,hum1sNW_018397262.1g00457,opy300s11g00362,tc180s7g00737
.,cpa1s5g00037,dz186s19g00979,ga198s10g00947,hli2s3g01419,hum1sNW_018397264.1g01318,opy300s29g00035,tc180s4g02256
.,cpa1s5g00042,dz186s19g00973,ga198stig00006685g00004,hli2s3g01415,hum1sNW_018397264.1g01310,opy300s42g00006,tc180s4g02246
.,cpa1s5g00226,dz186s30g00140,ga198s8g00513,hli2s9g00621,hum1sNW_018397258.1g01074,opy300s31g00170,tc180s1g02122
.,cpa1s5g00673,dz186s13g00163,ga198s8g01593,hli2s14g01460,hum1sNW_018397258.1g00334,opy300s14g00939,Tc01v2_t031530.2
.,cpa1s5g00745,dz186s5g00250,ga198s11g03175,hli2s14g01429,hum1sNW_018397258.1g00376,opy300s12g01867,tc180s1g02753
.,cpa1s5g00777,dz186s5g00280,ga198s10g00664,hli2s14g01410,hum1sNW_018397258.1g00423,opy300s13g00536,tc180s1g02710
.,cpa1s5g00826,dz186s5g00330,ga198s8g00385,hli2s9g00992,hum1sNW_018397258.1g00475,opy300s31g00427,tc180s1g02661
.,cpa1s5g00961,dz186s5g00429,ga198s12g01802,hli2s9g00916,hum1sNW_018397258.1g00602,opy300s16g00958,tc180s1g02549
.,cpa1s5g00974,dz186s13g00348,ga198s12g01780,hli2s14g01255,hum1sNW_018397258.1g00650,opy300s16g00934,tc180s1g02504
.,cpa1s5g01215,dz186s5g00567,ga198s11g02960,hli2s14g01164,hum1sNW_018397258.1g00794,opy300s12g02166,tc180s1g02394
.,cpa1s5g01301,dz186s11g00234,ga198s2g00627,hli2s2g00403,hum1sNW_018397275.1g00058,opy300s23g00460,tc180s6g00568
.,cpa1s5g01449,dz186s13g00074,ga198s12g01952,hli2s9g01183,hum1sNW_018397258.1g00170,opy300s16g01181,tc180s1g02960
.,cpa1s5g01679,dz186s11g00109,ga198s5g01293,hli2s2g00375,hum1sNW_018397274.1g00215,opy300s19g00245,tc180s6g00221
.,cpa1s5g02270,dz186s1g00705,ga198s5g00778,hli2s11g00656,hum1sNW_018397257.1g00354,opy300s8g00565,tc180s9g01836
.,cpa1s5g02289,dz186s3g00015,ga198s12g00802,hli2s13g01555,hum1sNW_018397254.1g00026,opy300s6g01576,tc180s3g02346
.,cpa1s5g02327,dz186s1g00639,ga198s7g01270,hli2s11g00714,hum1sNW_018397257.1g00437,opy300s3g01218,tc180s9g01914
.,cpa1s6g00035,dz186s18g00220,ga198s13g00595,hli2s10g00990,hum1sNW_018397261.1g00804,opy300s7g01336,tc180s2g00627
.,cpa1s6g00082,dz186s17g00130,ga198s2g01280,hli2s17g00127,hum1sNW_018397290.1g00017,opy300s24g00025,tc180s2g00190
.,cpa1s6g00115,dz186s12g00971,ga198s1g00064,hli2s17g00439,hum1sNW_018397261.1g00731,opy300s24g00140,tc180s2g00685
.,cpa1s6g00125,dz186s20g00666,ga198s1g00066,hli2s10g00949,hum1sNW_018397261.1g00724,opy300s24g00143,tc180s2g00692
.,cpa1s6g00213,dz186s20g00601,ga198s3g02410,hli2s10g00875,hum1sNW_018397254.1g01478,opy300s12g01234,tc180s2g00823
.,cpa1s6g00284,dz186s17g00624,ga198s4g00338,hli2s17g00549,hum1sNW_018397254.1g01500,opy300s35g00725,tc180s2g00848
.,cpa1s6g00305,dz186s20g00572,ga198s12g02727,hli2s10g00845,hum1sNW_018397254.1g01520,opy300s10g00478,tc180s2g00867
.,cpa1s6g00442,dz186s17g00352,ga198stig00016096g00031,hli2s10g01070,hum1sNW_018397261.1g00958,opy300s10g00269,tc180s2g00485
.,cpa1s6g00446,dz186s17g00347,ga198stig00016096g00028,hli2s10g01075,hum1sNW_018397261.1g00964,opy300s10g00264,tc180s2g00480
.,cpa1s6g00464,dz186s17g00331,ga198s2g01073,hli2s10g01084,hum1sNW_018397261.1g00980,opy300s7g01208,tc180s2g00463
.,cpa1s6g00513,dz186s3g01097,ga198s1g01883,hli2s12g01042,hum1sNW_018397254.1g00948,opy300s1g00836,tc180s3g01503
.,cpa1s6g00606,dz186s6g01105,ga198s10g02184,hli2s8g00599,hum1sNW_018397255.1g01085,opy300s20g00319,tc180s1g01075
.,cpa1s6g00663,dz186s16g00450,ga198s4g01757,hli2s4g00745,hum1sNW_018397255.1g01007,opy300s32g00617,tc180s1g01011
.,cpa1s6g00669,dz186s9g00011,ga198s11g03920,hli2s8g00646,hum1sNW_018397255.1g00999,opy300s17g01073,tc180s1g01002
.,cpa1s6g00785,dz186s17g00716,ga198s13g00523,hli2s17g00638,hum1sNW_018397254.1g01629,opy300s12g01344,tc180s2g00974
.,cpa1s6g00789,dz186s17g00709,ga198s3g02320,hli2s17g00633,hum1sNW_018397254.1g01622,opy300s12g01339,tc180s2g00965
.,cpa1s6g00924,dz186s20g00829,ga198s3g02657,hli2s10g01137,hum1sNW_018397261.1g01074,opy300s12g00926,tc180s2g00375
.,cpa1s6g01118,dz186s6g01498,ga198s11g02026,hli2s4g01265,hum1sNW_018397255.1g00312,opy300s34g01149,tc180s1g00320
.,cpa1s6g01478,dz186s19g00011,ga198s3g00012,hli2s6g00010,hum1sNW_018397264.1g00027,opy300s39g00014,tc180s4g01001
.,cpa1s6g01507,dz186s19g00006,ga198s3g00007,hli2s6g00003,hum1sNW_018397273.1g00162,opy300s27g00635,tc180s4g00482
.,cpa1s6g01509,dz186s4g00410,ga198s8g02597,hli2s19g01506,hum1sNW_018397259.1g00613,opy300s30g00298,tc180s5g01586
.,cpa1s6g01598,dz186s16g00585,ga198s2g00470,hli2s4g00843,hum1sNW_018397255.1g00881,opy300s32g00529,tc180s1g00879
.,cpa1s6g01628,dz186s9g00083,ga198s11g01561,hli2s8g00698,hum1sNW_018397255.1g00900,opy300s34g00649,tc180s1g00900
.,cpa1s7g00065,dz186s2g01263,ga198s5g02355,hli2s6g01064,hum1sNW_018397260.1g00769,opy300s40g00609,tc180s8g00510
.,cpa1s7g00105,dz186s11g01046,ga198s5g01830,hli2s2g01156,hum1sNW_018397267.1g00184,opy300s19g00923,tc180s6g01571
.,cpa1s7g00411,dz186s28g00559,ga198s9g00870,hli2s5g00259,hum1sNW_018397267.1g00430,opy300s11g00772,tc180s6g01344
.,cpa1s7g00432,dz186s11g00865,ga198s10g02821,hli2s2g00984,hum1sNW_018397267.1g00450,opy300s22g00851,tc180s6g01326
.,cpa1s7g00448,dz186s24g00225,ga198s6g01467,hli2s2g00960,hum1sNW_018397267.1g00483,opy300s23g00959,tc180s6g01293
.,cpa1s7g00528,dz186s11g00795,ga198s5g01683,hli2s2g00923,hum1sNW_018397267.1g00538,opy300s19g00743,tc180s6g01235
.,cpa1s7g00666,dz186s1g01676,ga198s5g00457,hli2s15g00275,hum1sNW_018397256.1g01109,opy300s3g00342,tc180s9g00440
.,cpa1s7g00686,dz186s1g01663,ga198s6g00990,hli2s10g00146,hum1sNW_018397256.1g01130,opy300s8g01103,tc180s9g00422
.,cpa1s7g00724,dz186s1g01924,ga198s7g00115,hli2s15g00490,hum1sNW_018397256.1g00801,opy300s3g00164,tc180s9g00746
.,cpa1s7g00752,dz186s1g01617,ga198s6g01044,hli2s15g00229,hum1sNW_018397256.1g01194,opy300s2g01146,tc180s9g00368
.,cpa1s7g00875,dz186s1g01113,ga198s13g02519,hli2s15g00815,hum1sNW_018397256.1g00348,opy300s36g00649,tc180s9g01158
.,cpa1s7g00919,dz186s21g00838,ga198s8g00212,hli2s1g00585,hum1sNW_018397257.1g00004,opy300s33g00219,tc180s9g01492
.,cpa1s7g01003,dz186s10g00340,ga198s6g00915,hli2s3g00639,hum1sNW_018397256.1g01008,opy300s2g01310,tc180s9g00546
.,cpa1s7g01023,dz186s1g01774,ga198s7g00190,hli2s3g00628,hum1sNW_018397256.1g00986,opy300s3g00274,tc180s9g00564
.,cpa1s7g01250,dz186s10g00467,ga198s6g00733,hli2s3g00502,hum1sNW_018397256.1g00817,opy300s2g01486,tc180s9g00733
.,cpa1s7g01322,dz186s1g01992,ga198s6g00656,hli2s3g00423,hum1sNW_018397256.1g00695,opy300s2g01571,tc180s9g00833
.,cpa1s7g01351,dz186s1g01393,ga198s5g00649,hli2s3g00881,hum1sNW_018397256.1g01485,opy300s8g00826,tc180s9g00109
.,cpa1s7g01393,dz186s10g00109,ga198s5g00701,hli2s6g00596,hum1sNW_018397256.1g01557,opy300s8g00813,tc180s9g00023
.,cpa1s7g01557,dz186s1g01304,ga198s5g00229,hli2s15g00624,hum1sNW_018397256.1g00603,opy300s8g01397,tc180s9g00913
.,cpa1s7g01735,dz186s1g01088,ga198s8g02784,hli2s15g00841,hum1sNW_018397256.1g00305,opy300s43g00098,tc180s9g01193
.,cpa1s7g01894,dz186s11g00024,ga198s5g01237,hli2s2g00220,hum1sNW_018397270.1g00125,opy300s19g00077,tc180s6g00339
.,cpa1s7g01949,dz186s1g01230,ga198s6g00578,hli2s3g00298,hum1sNW_018397256.1g00506,opy300s2g01710,tc180s9g01012
.,cpa1s7g02200,dz186s1g01164,ga198s8g00986,hli2s15g00749,hum1sNW_018397256.1g00420,opy300s3g00625,tc180s9g01089
.,cpa1s8g00246,dz186s7g01069,ga198s6g02134,hli2s15g01765,hum1sNW_018397262.1g00308,opy300s30g00556,tc180s7g00948
.,cpa1s8g00303,dz186s2g00733,ga198s4g00667,hli2s16g00120,hum1sNW_018397263.1g00184,opy300s4g01691,tc180s5g00187
.,cpa1s8g00440,dz186s2g00620,ga198s9g01789,hli2s16g00210,hum1sNW_018397263.1g00330,opy300s1g03057,tc180s5g00349
.,cpa1s8g00511,dz186s6g00940,ga198s10g01969,hli2s8g00243,hum1sNW_018397272.1g00016,opy300s20g00052,tc180s4g00518
.,cpa1s8g00739,dz186s17g00631,ga198stig00000498g00001,hli2s17g00559,hum1sNW_018397254.1g01507,opy300s10g00473,tc180s2g00857
.,cpa1s8g00753,dz186s2g00655,ga198s12g00572,hli2s16g00184,hum1sNW_018397263.1g00275,opy300s4g01619,tc180s5g00301
.,cpa1s8g01008,dz186s2g00889,ga198s2g01474,hli2s11g01420,hum1sNW_018397271.1g00063,opy300s9g00322,tc180s5g00936
.,cpa1s8g01482,dz186s7g00415,ga198s11g00313,hli2s19g01098,hum1sNW_018397271.1g00098,opy300s37g00406,tc180s5g00972
.,cpa1s8g01520,dz186s2g00443,ga198s4g01175,hli2s16g00363,hum1sNW_018397263.1g00556,opy300s4g01422,tc180s5g00588
.,cpa1s8g01907,dz186s2g00122,ga198s9g01428,hli2s16g00624,hum1sNW_018397259.1g00202,opy300s1g02501,tc180s5g01164
.,cpa1s8g02020,dz186s2g00474,ga198s4g00875,hli2s16g00336,hum1sNW_018397263.1g00511,opy300s1g02903,tc180s5g00543
.,cpa1s9g00012,dz186s15g00604,ga198s9g00539,hli2s12g00825,hum1sNW_018397254.1g01325,opy300s1g00639,tc180s3g01174
.,cpa1s9g00056,dz186s3g00647,ga198s12g00212,hli2s15g00368,hum1sNW_018397254.1g01274,opy300s6g00822,tc180s3g01223
.,cpa1s9g00302,dz186s3g01122,ga198s4g02140,hli2s12g01014,hum1sNW_018397254.1g00992,opy300s1g00811,tc180s3g01468
.,cpa1s9g00473,dz186s3g01012,ga198s12g00177,hli2s13g00764,hum1sNW_018397254.1g01335,opy300s6g00339,tc180s3g01163
.,cpa1s9g00504,dz186s14g00789,ga198s11g04104,hli2s12g00667,hum1sNW_018397265.1g00095,opy300s26g00549,tc180s3g00377
.,cpa1s9g00511,dz186s14g00786,ga198s11g04100,hli2s13g00602,hum1sNW_018397265.1g00106,opy300s26g00557,tc180s3g00370
.,cpa1s9g00552,dz186s14g00757,ga198s9g01897,hli2s12g00675,hum1sNW_018397265.1g00150,opy300s15g00300,tc180s3g00312
.,cpa1s9g00558,dz186s28g00152,ga198s6g01378,hli2s2g00105,hum1sNW_018397274.1g00150,opy300s23g00663,tc180s6g00159
.,cpa1s9g00668,dz186s3g00934,ga198s11g04064,hli2s12g00783,hum1sNW_018397265.1g00276,opy300s26g00431,tc180s3g00187
.,cpa1s9g00700,dz186s3g01461,ga198s11g03715,hli2s13g00221,hum1sNW_018397261.1g00278,opy300s26g00740,tc180s4g00194
.,cpa1s9g00872,dz186s3g01666,ga198s7g00524,hli2s12g00083,hum1sNW_018397261.1g00574,opy300s5g01596,tc180s3g01018
.,cpa1s9g00880,dz186s14g01141,ga198s7g00522,hli2s4g00363,hum1sNW_018397261.1g00579,opy300s5g01598,tc180s3g01023
.,cpa1s9g01175,dz186s3g01482,ga198s7g00646,hli2s13g00201,hum1sNW_018397261.1g00305,opy300s5g01448,tc180s3g00774
.,cpa1s9g01512,dz186s3g01152,ga198s3g01246,hli2s13g00494,hum1sNW_018397265.1g00349,opy300s1g00429,tc180s3g00120
.,cpa1s9g01556,dz186s4g00533,ga198s8g02665,hli2s19g01273,hum1sNW_018397259.1g00442,opy300s30g00384,tc180s5g01385
.,cpa1s9g01673,dz186s3g01270,ga198s12g01089,hli2s13g00386,hum1sNW_018397261.1g00022,opy300s5g01103,tc180s3g00475
.,cpa1s9g01965,dz186s11g01289,ga198s3g01220,hli2s5g01178,hum1sNW_018397274.1g00074,opy300s11g01090,tc180s6g00065
.,cpa1s9g02020,XP_022723380.1,ga198s6g02459,hli2s2g00761,hum1sNW_018397267.1g00753,opy300s17g01296,tc180s6g01049
cca301s1g00695,cpa1s1g02232,dz186s27g00006,ga198s1g01084,.,hum1sNW_018397260.1g00510,.,tc180s8g00749
cca301s1g01043,cpa1s1g01634,dz186s18g00051,ga198s13g01525,.,.,opy300s44g00255,tc180s8g01373
cca301s1g01102,cpa1s1g00696,dz186s27g00695,.,.,hum1sNW_018397287.1g00048,opy300s1g02217,tc180s8g01480
cca301s1g01222,cpa1s1g02073,dz186s27g00647,ga198s3g00741,.,hum1sNW_018397260.1g00053,opy300s18g00064,.
cca301s1g01257,cpa1s1g01341,dz186s2g00966,ga198s3g00725,hli2s6g00727,.,opy300s18g00082,.
cca301s1g01412,cpa1s5g00012,dz186s19g00995,ga198s1g00328,hli2s10g00003,.,.,tc180s4g02285
cca301s1g01418,cpa1s2g00066,.,ga198s6g02061,.,hum1sNW_018397290.1g00121,opy300s30g00664,tc180s2g00017
cca301s1g01456,cpa1s2g00290,dz186s6g00129,ga198s1g01073,.,hum1sNW_018397282.1g00043,.,tc180s7g01225
cca301s1g02483,cpa1s2g01738,dz186s17g00461,ga198s13g00592,.,.,opy300s35g00783,tc180s2g00640
cca301s1g02832,cpa1s4g02494,dz186s8g00470,.,.,hum1sNW_018397262.1g00496,opy300s11g00323,tc180s7g00688
cca301s1g03001,cpa1s6g00990,dz186s17g00236,ga198s3g02689,.,hum1sNW_018397261.1g01118,.,tc180s2g00326
cca301s1g03061,cpa1s1g00048,dz186s13g01239,ga198s7g00832,.,hum1sNW_018397269.1g00220,.,tc180s4g00944
cca301s1g03376,cpa1s4g02186,dz186s21g00525,.,.,hum1sNW_018397262.1g00980,opy300s10g02129,tc180s7g00133
cca301s2g00021,cpa1s4g00617,dz186s9g00741,ga198stig00000545g00006,.,.,opy300s17g00021,tc180s1g00044
cca301s2g00329,cpa1s4g00128,.,ga198s11g01690,.,hum1sNW_018397255.1g00734,opy300s34g00797,tc180s1g00729
cca301s2g00501,cpa1s4g00343,dz186s9g00383,ga198stig00001821g00003,.,.,opy300s17g00265,tc180s1g00532
cca301s2g00808,cpa1s5g00505,dz186s9g00034,ga198stig00017629g00001,.,.,opy300s32g00594,tc180s1g00965
cca301s2g00821,cpa1s6g00695,dz186s6g01141,ga198s4g01754,.,.,opy300s32g00608,tc180s1g00982
cca301s2g00876,cpa1s6g00650,dz186s6g01128,.,hli2s8g00636,hum1sNW_018397255.1g01017,opy300s34g00558,.
cca301s2g01092,cpa1s3g02317,dz186s9g00896,ga198s10g00909,.,hum1sNW_018397255.1g01261,opy300s32g00886,.
cca301s2g01200,cpa1s8g00810,.,ga198s8g00595,.,hum1sNW_018397255.1g01366,opy300s31g00043,tc180s1g01349
cca301s2g02316,cpa1s3g00919,.,ga198s3g00226,hli2s6g00335,.,opy300s39g00251,tc180s4g01360
cca301s3g00160,cpa1s2g00910,dz186s4g00970,ga198s4g01422,.,hum1sNW_018397268.1g00342,.,tc180s10g00358
cca301s3g00296,cpa1s3g00224,dz186s7g00076,ga198s11g04122,.,hum1sNW_018397259.1g01220,.,tc180s5g02155
cca301s3g01011,cpa1s9g00385,.,ga198s11g03727,hli2s12g00304,hum1sNW_018397261.1g00214,opy300s26g00723,.
cca301s3g01134,cpa1s9g01188,dz186s15g00992,ga198s12g00965,.,.,opy300s6g00163,tc180s3g00762
cca301s3g01606,cpa1s3g01729,dz186s3g00009,ga198s11g03477,.,.,opy300s25g00351,tc180s3g02355
cca301s3g01610,cpa1s3g01761,dz186s15g00007,.,.,hum1sNW_018397254.1g00023,opy300s1g01372,tc180s3g02349
cca301s3g01682,cpa1s9g01139,dz186s15g01015,ga198s12g00946,.,hum1sNW_018397261.1g00340,.,tc180s3g00812
cca301s3g02170,cpa1s2g01862,dz186s3g00460,.,.,hum1sNW_018397254.1g00400,opy300s1g01043,tc180s3g02009
cca301s3g02414,cpa1s9g00305,dz186s3g01125,ga198s9g02089,.,.,opy300s1g00810,tc180s3g01465
cca301s3g02528,cpa1s9g00399,dz186s15g00632,ga198s9g01933,.,hum1sNW_018397261.1g00697,opy300s15g00407,.
cca301s3g02663,cpa1s9g00826,dz186s14g01123,.,.,hum1sNW_018397261.1g00523,opy300s6g00065,tc180s3g00967
cca301s4g00120,cpa1s1g01448,dz186s2g01786,.,.,hum1sNW_018397260.1g00862,opy300s38g00943,tc180s8g00426
cca301s4g00234,cpa1s1g00987,dz186s29g00106,ga198s5g01997,.,hum1sNW_018397260.1g01025,.,tc180s8g00280
cca301s4g00270,cpa1s1g01045,.,ga198s5g02030,hli2s7g00901,.,opy300s9g01208,tc180s8g00233
cca301s4g00753,cpa1s8g00569,dz186s5g00016,.,hli2s14g01622,hum1sNW_018397258.1g00044,.,tc180s1g03092
cca301s4g01376,cpa1s1g02726,dz186s2g01337,.,.,hum1sNW_018397260.1g00669,opy300s9g01039,tc180s8g00604
cca301s4g01403,cpa1s1g02407,.,ga198s6g00309,hli2s7g00598,hum1sNW_018397260.1g00708,.,tc180s8g00573
cca301s4g01500,cpa1s1g02280,dz186s27g00449,.,.,hum1sNW_018397260.1g00437,opy300s9g00974,tc180s8g00813
cca301s4g02173,cpa1s5g02155,.,ga198s1g00185,hli2s10g00548,hum1sNW_018397254.1g01953,opy300s24g00330,.
cca301s4g02200,cpa1s5g02187,.,ga198s3g02113,.,hum1sNW_018397254.1g01981,opy300s12g01556,tc180s2g01308
cca301s4g02227,cpa1s5g02203,.,ga198s4g00456,.,hum1sNW_018397254.1g01999,opy300s35g00505,tc180s2g01325
cca301s4g02669,cpa1s8g01236,.,ga198s12g01429,.,hum1sNW_018397266.1g00605,opy300s10g01043,tc180s2g01812
cca301s4g03319,cpa1s1g00521,dz186s25g00657,.,.,hum1sNW_018397283.1g00089,opy300s7g00133,tc180s2g02483
cca301s4g03458,cpa1s3g02032,.,ga198s10g02286,hli2s18g00802,.,opy300s18g00749,tc180s4g01573
cca301s4g03967,cpa1s5g00145,dz186s19g00907,.,.,hum1sNW_018397264.1g01217,opy300s42g00034,tc180s4g02154
cca301s4g04043,cpa1s5g00023,dz186s26g00006,ga198s3g00672,.,.,opy300s39g00549,tc180s4g02272
cca301s5g00005,cpa1s5g00503,.,ga198s9g02198,.,hum1sNW_018397263.1g00011,opy300s4g01806,tc180s5g00007
cca301s5g00013,cpa1s8g01087,dz186s4g01655,ga198stig00000254g00021,.,.,opy300s9g00020,tc180s5g00031
cca301s5g00403,cpa1s8g00248,.,ga198s9g01689,.,hum1sNW_018397263.1g00489,opy300s1g02934,tc180s5g00521
cca301s5g00430,cpa1s8g00142,.,ga198s9g01670,.,hum1sNW_018397263.1g00495,opy300s1g02912,tc180s5g00530
cca301s5g01510,cpa1s1g01128,dz186s4g00517,ga198s8g02660,.,hum1sNW_018397259.1g00462,opy300s30g00376,.
cca301s5g01774,cpa1s6g01931,dz186s7g00309,ga198s8g02581,.,.,opy300s30g00280,tc180s5g01640
cca301s5g01916,cpa1s6g02023,dz186s18g00451,.,hli2s19g01649,hum1sNW_018397259.1g00762,.,tc180s5g01714
cca301s5g02079,cpa1s6g02164,.,ga198s13g02047,hli2s11g01846,hum1sNW_018397262.1g00217,.,tc180s7g01034
cca301s5g02374,cpa1s3g00201,.,ga198s11g00894,hli2s19g02061,hum1sNW_018397259.1g01202,opy300s4g00139,.
cca301s6g00154,cpa1s9g00698,dz186s3g01710,ga198s7g00493,.,hum1sNW_018397265.1g00302,.,tc180s3g00166
cca301s6g00594,cpa1s5g00029,dz186s26g00012,ga198s9g02755,.,.,opy300s27g00003,tc180s4g02266
cca301s6g00620,cpa1s9g00483,.,ga198s11g04106,.,hum1sNW_018397265.1g00079,opy300s26g00544,tc180s3g00392
cca301s6g01355,cpa1s9g01733,.,ga198stig00017369g00003,hli2s2g00821,.,opy300s23g00065,tc180s6g01117
cca301s6g01530,cpa1s5g01617,dz186s11g00043,ga198s5g01249,.,.,opy300s19g00057,tc180s6g00317
cca301s6g01649,cpa1s5g01968,dz186s11g00105,.,.,hum1sNW_018397274.1g00222,opy300s23g00548,tc180s6g00228
cca301s6g01679,cpa1s5g02085,dz186s28g00071,ga198s5g01304,hli2s5g00923,.,opy300s11g01040,.
cca301s6g01725,cpa1s5g02045,.,ga198s5g01325,.,hum1sNW_018397275.1g00152,opy300s19g00291,tc180sUn_randomg00157
cca301s6g01755,cpa1s7g00270,.,ga198s5g01883,.,hum1sNW_018397267.1g00018,opy300s19g00987,tc180s6g01735
cca301s6g01772,cpa1s7g00228,dz186s11g01149,ga198s6g01913,.,.,opy300s23g00708,tc180s6g01700
cca301s6g01786,cpa1s7g00205,dz186s24g00042,.,hli2s5g00047,hum1sNW_018397267.1g00077,.,tc180s6g01675
cca301s6g02344,cpa1s9g02037,dz186s11g00632,ga198s5g01577,.,.,opy300s11g00872,tc180s6g01033
cca301s7g00029,cpa1s2g02021,dz186s1g00502,.,hli2s11g01254,.,opy300s8g00015,tc180s9g02691
cca301s7g00624,cpa1s3g00330,dz186s10g00021,ga198s5g00739,.,hum1sNW_018397257.1g00201,.,tc180s9g01688
cca301s7g00756,cpa1s1g01141,.,ga198s4g01860,.,hum1sNW_018397259.1g00456,opy300s4g00922,tc180s5g01400
cca301s7g01081,cpa1s7g01899,.,ga198s8g01006,.,hum1sNW_018397256.1g00200,opy300s3g01009,tc180s9g01309
cca301s7g02143,cpa1s7g01706,dz186s6g00665,ga198s6g01121,.,.,opy300s2g01947,tc180s9g00217
cca301s7g02144,cpa1s7g01707,.,ga198s6g01120,hli2s15g00133,.,opy300s2g01946,tc180s9g00218
cca301s7g02284,cpa1s7g00739,dz186s1g01607,.,.,hum1sNW_018397256.1g01208,opy300s2g01862,tc180s9g00356
cca301s7g02659,cpa1s7g01102,dz186s6g00459,.,.,hum1sNW_018397256.1g00918,opy300s2g01411,tc180s9g00635
cca301s10g00004,cpa1s6g02378,dz186s10g00051,ga198s5g00719,.,hum1sNW_018397257.1g00135,.,tc180s9g01620
.,cpa1s1g00210,dz186s9g00535,ga198s12g02391,hli2s8g01107,.,opy300s17g00136,tc180s1g00310
.,cpa1s1g00244,dz186s5g01618,ga198s8g00450,.,hum1sNW_018397273.1g00168,opy300s31g00302,tc180s4g00490
.,cpa1s1g00279,dz186s5g01631,ga198s7g02007,.,hum1sNW_018397273.1g00137,opy300s16g00017,tc180s4g00462
.,cpa1s1g00341,dz186s16g00167,ga198s10g01960,.,hum1sNW_018397279.1g00118,opy300s20g00072,tc180s4g00106
.,cpa1s1g00517,dz186s6g00833,ga198s9g00474,hli2s8g00070,.,opy300s34g00077,tc180s4g00271
.,cpa1s1g00639,dz186s6g00765,ga198s2g00534,.,hum1sNW_018397273.1g00072,opy300s34g00008,tc180s4g00403
.,cpa1s1g00851,dz186s9g01006,ga198s7g02396,.,hum1sNW_018397272.1g00111,opy300s17g00923,tc180s4g00607
